Review Title,Up Votes,Down Votes,Review text,Ratings,clean_review,sentiment
Not good,0.0,0.0,"good quality, durable and lasting..READ MORE",4,good quality durable lastingread,Positive
Just wow!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Fair,0.0,0.0,good productREAD MORE,5,good productread,Positive
Decent product,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Good,0.0,0.0,Very goodREAD MORE,4,goodread,Positive
Pretty good,0.0,0.0,"Excellent,  but price should be a little bit less.READ MORE",5,excellent price little bit lessread,Positive
Must buy!,0.0,0.0,good n genuine productREAD MORE,4,good n genuine productread,Positive
Brilliant,0.0,0.0,"very fast delivery,  thanks flipcartREAD MORE",5,fast delivery thanks flipcartread,Positive
Just wow!,0.0,0.0,goodREAD MORE,4,goodread,Positive
Just wow!,0.0,0.0,Third class product sent by flipkart. this time shuttle did not continue more than 2 days.READ MORE,1,third class product sent flipkart time shuttle continue daysread,Negative
Simply awesome,0.0,0.0,GoodREAD MORE,2,goodread,Negative
Super!,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Highly recommended,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Worth every penny,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Must buy!,0.0,0.0,Good one in the pack one or two are not having the correct flightREAD MORE,4,good one pack one two correct flightread,Positive
Terrible product,0.0,0.0,good one. neat packaing..fast deliveryREAD MORE,4,good one neat packaingfast deliveryread,Positive
Awesome,0.0,0.0,Magnificent ProductsREAD MORE,5,magnificent productsread,Positive
Simply awesome,0.0,0.0,After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkartREAD MORE,5,buying multiple buyers time found genuine shuttle thanks lot flipkartread,Positive
Pretty good,0.0,0.0,gd product.. value for moneyREAD MORE,5,gd product value moneyread,Positive
Mind-blowing purchase,0.0,0.0,price are less than delerREAD MORE,5,price less delerread,Positive
Nice product,0.0,0.0,good for regular usage in indoorREAD MORE,5,good regular usage indoorread,Positive
Value-for-money,0.0,0.0,goodREAD MORE,5,goodread,Positive
Brilliant,0.0,0.0,nice oneREAD MORE,5,nice oneread,Positive
Wonderful,0.0,0.0,very good productREAD MORE,5,good productread,Positive
Terrific,0.0,0.0,superREAD MORE,5,superread,Positive
Terrific,0.0,0.0,product was not goodREAD MORE,1,product goodread,Negative
Moderate,0.0,0.0,The quality is so good. We are professional but still it lasts for long time.READ MORE,5,quality good professional still lasts long timeread,Positive
Pretty good,0.0,0.0,best quality in low priseREAD MORE,5,best quality low priseread,Positive
Useless product,0.0,0.0,thanks flipkartREAD MORE,4,thanks flipkartread,Positive
Excellent,0.0,0.0,highly worthREAD MORE,5,highly worthread,Positive
Worth every penny,0.0,0.0,I used 5 out of 6shuttles ... I felt goodREAD MORE,4,used shuttles felt goodread,Positive
Just okay,0.0,0.0,vry gud product n delivery superbREAD MORE,4,vry gud product n delivery superbread,Positive
Super!,0.0,0.0,its good productREAD MORE,5,good productread,Positive
Don't waste your money,0.0,0.0,very goodREAD MORE,4,goodread,Positive
Fair,0.0,0.0,good shuttleREAD MORE,5,good shuttleread,Positive
Great product,0.0,0.0,niceREAD MORE,5,niceread,Positive
Delightful,0.0,0.0,Bad productREAD MORE,2,bad productread,Negative
Nice product,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Really Nice,0.0,0.0,worst shuttle waste of moneyREAD MORE,1,worst shuttle waste moneyread,Negative
Thank,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Classy product,0.0,0.0,It really goodREAD MORE,5,really goodread,Positive
Fabulous!,0.0,0.0,it's okREAD MORE,3,okread,Neutral
Must buy!,0.0,0.0,satisfiedREAD MORE,5,satisfiedread,Positive
Brilliant,0.0,0.0,Poor qualityREAD MORE,1,poor qualityread,Negative
Awesome,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Must buy!,0.0,0.0,"I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxesREAD MORE",5,sorry returned product sent mewithout seeing insideyou already sent one boxplease send remaining boxesread,Positive
Super!,0.0,0.0,ThanksREAD MORE,4,thanksread,Positive
Super.....,0.0,0.0,Good but. Old stock productsREAD MORE,4,good old stock productsread,Positive
Awesome,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Not good,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Excellent,0.0,0.0,good quality thank you FlipkartREAD MORE,5,good quality thank flipkartread,Positive
Excellent,0.0,0.0,these shuttles are as good as feather shuttle in flight and life is good as wellREAD MORE,5,shuttles good feather shuttle flight life good wellread,Positive
Brilliant,0.0,0.0,very good product....READ MORE,5,good productread,Positive
Very Good,0.0,0.0,"Express delivery,. good keep it upREAD MORE",5,express delivery good keep upread,Positive
Good quality product,0.0,0.0,Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..READ MORE,5,good productlife better well balancedspeed also goodshuttle im aspectingread,Positive
Very Good,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Highly recommended,0.0,0.0,nice for people who paly regularly massive shots last long and goofREAD MORE,5,nice people paly regularly massive shots last long goofread,Positive
Perfect product!,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Delightful,0.0,0.0,goodREAD MORE,5,goodread,Positive
Just wow!,0.0,0.0,Not genuine but ok for intermediate playersREAD MORE,2,genuine ok intermediate playersread,Negative
Terrific purchase,0.0,0.0,thanksREAD MORE,5,thanksread,Positive
Don't waste your money,0.0,0.0,this product was very good . quality is very good .but delivery was too lateREAD MORE,5,product good quality good delivery lateread,Positive
Awesome,0.0,0.0,Good I  am going to try and get a few things in this cartREAD MORE,5,good going try get things cartread,Positive
Great product,0.0,0.0,good productREAD MORE,4,good productread,Positive
Worth every penny,0.0,0.0,goodqualityREAD MORE,4,goodqualityread,Positive
Wonderful,0.0,0.0,Good.READ MORE,4,goodread,Positive
Best in the market!,0.0,0.0,Good product and Fast delivery.I like FlipkartREAD MORE,5,good product fast deliveryi like flipkartread,Positive
Fair,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Wonderful,0.0,0.0,Good product to haveREAD MORE,4,good product haveread,Positive
Great product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Great product,0.0,0.0,bestREAD MORE,5,bestread,Positive
Must buy!,0.0,0.0,Don't buyREAD MORE,1,dont buyread,Negative
Simply awesome,0.0,0.0,original product delivered by sallerREAD MORE,5,original product delivered sallerread,Positive
Great product,0.0,0.0,Nice and goodREAD MORE,5,nice goodread,Positive
Mind-blowing purchase,0.0,0.0,yonex mavis 350 goodREAD MORE,5,yonex mavis goodread,Positive
Terrific,0.0,0.0,goodREAD MORE,4,goodread,Positive
Highly recommended,0.0,0.0,very good product and nice sellerREAD MORE,5,good product nice sellerread,Positive
Great product,0.0,0.0,quality not so gudREAD MORE,3,quality gudread,Neutral
Good quality product,0.0,0.0,Really good product..but all shuttles are not of same qualityREAD MORE,4,really good productbut shuttles qualityread,Positive
Value-for-money,0.0,0.0,"great shuttle, durable & perfect balanced...READ MORE",5,great shuttle durable perfect balancedread,Positive
Classy product,0.0,0.0,350yonex bestREAD MORE,5,yonex bestread,Positive
Just wow!,0.0,1.0,Must buyREAD MORE,5,must buyread,Positive
Unsatisfactory,0.0,0.0,Good product.. All good.READ MORE,5,good product goodread,Positive
Classy product,0.0,0.0,very gd productsREAD MORE,5,gd productsread,Positive
Just wow!,0.0,0.0,Original ProductsREAD MORE,5,original productsread,Positive
Very Good,0.0,0.0,Good one as expected.READ MORE,5,good one expectedread,Positive
Great product,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Excellent,0.0,0.0,As usual Great. On-time delivery.READ MORE,5,usual great ontime deliveryread,Positive
Good choice,0.0,0.0,goodREAD MORE,4,goodread,Positive
Good,0.0,0.0,thank you .... Nice productREAD MORE,4,thank nice productread,Positive
Best in the market!,0.0,0.0,Good quality...READ MORE,5,good qualityread,Positive
Good quality product,0.0,0.0,Wonderful product!!READ MORE,5,wonderful productread,Positive
Pretty good,0.0,0.0,I was sent with a broken seal box and used shuttles.. very disappointed.READ MORE,1,sent broken seal box used shuttles disappointedread,Negative
Worth it,0.0,0.0,orginal. i am satisfiedREAD MORE,5,orginal satisfiedread,Positive
Value-for-money,0.0,0.0,Nice and original productREAD MORE,5,nice original productread,Positive
Mind-blowing purchase,0.0,0.0,GdREAD MORE,4,gdread,Positive
Just wow!,0.0,0.0,Nice 350READ MORE,5,nice read,Positive
Simply awesome,0.0,0.0,Good priceREAD MORE,5,good priceread,Positive
Mind-blowing purchase,0.0,0.0,good quality with reasonable priceREAD MORE,4,good quality reasonable priceread,Positive
Awesome,0.0,1.0,I have received it in time. But doubtful if its original or notREAD MORE,3,received time doubtful original notread,Neutral
Good quality product,0.0,0.0,best shuttle for middle class people :DREAD MORE,5,best shuttle middle class people dread,Positive
Excellent,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Good,0.0,0.0,"Good Product , Value for money.READ MORE",4,good product value moneyread,Positive
Good quality product,0.0,0.0,Awsm product. Shuttles are very strong love to play with it.READ MORE,5,awsm product shuttles strong love play itread,Positive
Worth every penny,0.0,0.0,"Good product , bought this product many times but sometimes I can clearly see the product to product variationREAD MORE",4,good product bought product many times sometimes clearly see product product variationread,Positive
Best in the market!,0.0,0.0,good productREAD MORE,5,good productread,Positive
Best shuttle to play,0.0,0.0,goodREAD MORE,5,goodread,Positive
Just wow!,0.0,0.0,very good and fresh stockREAD MORE,5,good fresh stockread,Positive
Just wow!,0.0,0.0,genuine productREAD MORE,5,genuine productread,Positive
Classy product,0.0,0.0,Good packing and orginal yonex product..READ MORE,5,good packing orginal yonex productread,Positive
Perfect product!,0.0,0.0,good productREAD MORE,4,good productread,Positive
Good quality product,0.0,0.0,perfect for outdoor tooREAD MORE,5,perfect outdoor tooread,Positive
Worth every penny,0.0,0.0,Shuttle is fastREAD MORE,4,shuttle fastread,Positive
Awesome,0.0,0.0,Good product . but delay in delivery.READ MORE,5,good product delay deliveryread,Positive
Perfect product!,0.0,0.0,Nice ProductREAD MORE,5,nice productread,Positive
Pretty good,0.0,0.0,A better rate than in open market.READ MORE,5,better rate open marketread,Positive
Must buy!,0.0,0.0,For outdoor it is best good for playing matches with friendsREAD MORE,5,outdoor best good playing matches friendsread,Positive
Good,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Terrific,0.0,0.0,very nice productsREAD MORE,5,nice productsread,Positive
Very Good,0.0,0.0,superb....READ MORE,5,superbread,Positive
Really Nice,0.0,0.0,AwesomeREAD MORE,5,awesomeread,Positive
Highly recommended,0.0,0.0,Quick delivery Well doneREAD MORE,4,quick delivery well doneread,Positive
Best in the market!,0.0,0.0,Good genuine productREAD MORE,5,good genuine productread,Positive
Worth every penny,0.0,0.0,"Nice, good, fast delivery, low priceREAD MORE",5,nice good fast delivery low priceread,Positive
Just wow!,0.0,0.0,so niceREAD MORE,5,niceread,Positive
Just wow!,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Classy product,0.0,0.0,Excellent quality...as expected!READ MORE,5,excellent qualityas expectedread,Positive
Great product,0.0,0.0,not up to the markREAD MORE,3,markread,Neutral
Really Nice,0.0,0.0,produt is good but delivery is very very bad......shameREAD MORE,5,produt good delivery badshameread,Positive
Really Nice,0.0,0.0,Nice productREAD MORE,4,nice productread,Positive
Very Good,0.0,0.0,good oneREAD MORE,4,good oneread,Positive
Brilliant,0.0,0.0,Good and best priceREAD MORE,5,good best priceread,Positive
Fabulous!,0.0,0.0,Very very goodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,well made shuttles. may last 2 months eachREAD MORE,5,well made shuttles may last months eachread,Positive
Classy product,0.0,0.0,genuine product and quality is good. Thanks FlipkartREAD MORE,5,genuine product quality good thanks flipkartread,Positive
Awesome,0.0,0.0,"Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.READ MORE",5,yonex mavish green cap nylon shuttle fit beginner also good player badminton go disappoint youread,Positive
Could be way better,0.0,0.0,goodREAD MORE,5,goodread,Positive
Did not meet expectations,0.0,0.0,"best quality. quality products, quick delivery, very happy.READ MORE",5,best quality quality products quick delivery happyread,Positive
Classy product,0.0,0.0,Good oneREAD MORE,4,good oneread,Positive
Terrific purchase,0.0,0.0,price is highREAD MORE,4,price highread,Positive
Good,0.0,0.0,"package was perfectly packed, but in transition got slight damage in outer box onlyREAD MORE",4,package perfectly packed transition got slight damage outer box onlyread,Positive
Worth every penny,0.0,0.0,Superb quality..got my money's worth...thank you!READ MORE,5,superb qualitygot moneys worththank youread,Positive
Just wow!,0.0,0.0,totally satisfied with the productREAD MORE,5,totally satisfied productread,Positive
Good choice,0.0,0.0,it's goodREAD MORE,5,goodread,Positive
Simply awesome,0.0,0.0,niceREAD MORE,5,niceread,Positive
Mind-blowing purchase,0.0,0.0,No worries.Good packing.Didnt face any issue with the product.READ MORE,5,worriesgood packingdidnt face issue productread,Positive
Perfect product!,0.0,0.0,very bad shuttle and heavy weightREAD MORE,2,bad shuttle heavy weightread,Negative
Good product,0.0,0.0,Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCSREAD MORE,1,get open box shuttle uumm oki know mavis ausambut start game shuttle bubbling shuttles bubbling mean say directive pcsread,Negative
Terrific,0.0,0.0,Right choice for outdoor gameREAD MORE,5,right choice outdoor gameread,Positive
Genuine Product,0.0,0.0,Very nice packed and fast delivery good filpkartREAD MORE,5,nice packed fast delivery good filpkartread,Positive
Great product,0.0,0.0,niceREAD MORE,3,niceread,Neutral
Just okay,0.0,0.0,good productREAD MORE,5,good productread,Positive
Fair,0.0,0.0,excellent...READ MORE,5,excellentread,Positive
Awesome,0.0,0.0,Quality is goodREAD MORE,4,quality goodread,Positive
Good,0.0,0.0,"Cheked with sunrise, genuine product.READ MORE",5,cheked sunrise genuine productread,Positive
